Marital status,Daytime/evening attendance	,Previous qualification,Father's qualification,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Target,Application order,Age,Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,1,1,37,8,0,0,0,1,0,1,0,2,2,18,0,0,16.2,0.3,-0.92
1,1,1,34,0,1,0,0,1,0,0,0,2,1,18,0,0,7.6,2.6,0.32
1,1,1,38,9,1,0,0,1,0,0,0,2,2,18,0,0,12.7,3.7,-1.7
1,1,1,19,4,1,0,0,1,0,1,0,2,4,18,0,0,16.2,0.3,-0.92
1,1,1,1,7,1,0,0,1,0,0,0,2,1,19,0,0,13.9,-0.3,0.79
1,1,19,19,3,0,0,0,1,0,1,0,0,1,36,0,0,16.2,0.3,-0.92
1,1,1,1,4,1,0,0,1,0,1,0,2,2,18,0,0,12.7,3.7,-1.7
1,1,1,37,9,0,0,0,1,0,1,0,2,1,18,0,0,7.6,2.6,0.32
1,1,1,3,2,1,0,0,1,0,1,0,2,1,20,0,0,13.9,-0.3,0.79
1,0,1,37,9,0,0,0,1,0,1,0,0,1,26,0,0,16.2,0.3,-0.92
1,1,1,1,5,0,0,0,1,0,0,0,2,1,21,0,0,7.6,2.6,0.32
1,1,40,1,5,0,0,0,1,0,0,0,1,1,25,0,0,15.5,2.8,-4.06
1,1,1,3,5,1,0,0,1,0,1,0,2,1,19,0,0,12.4,0.5,1.79
1,0,1,37,7,1,0,0,1,0,0,0,0,1,24,0,6,9.4,-0.8,-3.12
1,0,1,19,4,0,0,0,1,0,1,0,0,1,27,0,0,8.9,1.4,3.51
1,1,1,37,3,0,0,0,1,0,0,0,0,1,21,1,0,7.6,2.6,0.32
1,1,1,38,7,0,0,0,1,0,1,0,2,1,18,0,0,9.4,-0.8,-3.12
2,1,1,37,7,0,1,0,1,0,1,0,2,4,19,0,0,10.8,1.4,1.74
1,1,1,1,3,1,0,0,1,0,0,0,0,3,18,0,0,9.4,-0.8,-3.12
1,1,1,1,9,0,0,0,1,0,1,0,2,1,19,0,0,11.1,0.6,2.02
1,1,1,38,5,1,0,0,1,0,1,0,2,1,19,0,0,16.2,0.3,-0.92
2,0,43,5,3,0,0,0,1,0,0,0,2,1,33,0,0,11.1,0.6,2.02
2,1,3,4,10,0,0,0,1,0,0,0,2,1,45,0,0,12.4,0.5,1.79
1,1,1,1,9,0,0,0,1,0,1,0,2,1,20,0,0,11.1,0.6,2.02
1,1,1,34,0,1,0,0,1,0,0,0,0,2,28,0,0,7.6,2.6,0.32
1,1,1,1,8,1,0,0,1,0,1,0,2,1,19,0,0,12.7,3.7,-1.7
1,1,1,37,5,1,0,0,1,0,0,0,2,2,18,0,0,12.7,3.7,-1.7
1,1,1,3,3,0,0,0,1,0,0,0,2,2,19,0,0,9.4,-0.8,-3.12
1,1,1,37,9,0,0,0,1,0,1,0,2,1,21,0,0,15.5,2.8,-4.06
1,1,1,1,10,0,0,0,1,0,0,0,0,1,21,0,3,16.2,0.3,-0.92
1,1,1,37,9,0,0,0,1,0,1,0,2,1,22,0,0,10.8,1.4,1.74
1,1,1,19,7,0,0,0,1,0,1,0,2,1,18,0,0,9.4,-0.8,-3.12
1,1,1,37,9,0,1,0,1,0,1,0,2,2,18,0,0,15.5,2.8,-4.06
1,1,1,1,9,1,0,0,0,0,0,0,0,1,25,2,0,9.4,-0.8,-3.12
1,1,19,19,7,0,0,1,0,0,0,0,0,1,24,0,0,16.2,0.3,-0.92
1,1,1,1,4,1,0,0,1,0,0,0,1,3,19,0,0,12.4,0.5,1.79
1,1,1,19,5,1,0,0,1,0,1,0,2,2,20,0,0,12.4,0.5,1.79
1,1,1,1,1,0,0,0,0,0,0,0,0,1,25,0,0,10.8,1.4,1.74
1,1,1,19,10,0,0,0,1,0,1,0,2,1,20,0,0,8.9,1.4,3.51
1,1,3,38,3,0,0,0,1,0,0,0,2,1,23,0,0,9.4,-0.8,-3.12
1,1,1,37,6,1,0,0,1,0,1,0,2,3,19,0,0,10.8,1.4,1.74
1,1,39,37,10,0,0,1,0,0,0,0,0,1,29,0,0,13.9,-0.3,0.79
1,1,1,37,7,1,0,0,1,0,0,0,2,3,21,0,0,11.1,0.6,2.02
1,1,1,1,8,1,0,0,1,0,1,0,2,1,18,0,0,11.1,0.6,2.02
1,1,1,38,9,1,0,0,1,0,0,0,1,3,19,0,0,9.4,-0.8,-3.12
1,1,1,37,7,1,0,0,1,0,1,0,0,3,18,0,0,8.9,1.4,3.51
1,1,1,19,6,0,0,0,1,0,0,0,2,1,19,0,0,7.6,2.6,0.32
1,1,1,37,8,1,0,0,1,0,0,0,1,1,18,0,0,9.4,-0.8,-3.12
1,1,1,1,4,0,0,0,1,0,0,0,2,1,18,0,0,8.9,1.4,3.51
2,1,19,37,7,1,0,1,0,0,1,0,0,1,37,0,0,8.9,1.4,3.51
1,0,40,37,6,0,0,0,1,0,0,0,2,1,29,0,3,16.2,0.3,-0.92
1,1,1,37,9,0,0,0,1,0,0,0,1,3,18,0,0,7.6,2.6,0.32
1,1,1,1,8,1,0,0,1,0,1,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,1,1,1,0,1,0,0,0,0,0,1,22,0,0,16.2,0.3,-0.92
1,1,1,38,7,0,0,0,1,0,1,0,2,1,20,0,0,15.5,2.8,-4.06
1,0,1,37,99,0,0,0,1,0,0,0,0,1,34,0,0,12.7,3.7,-1.7
1,1,1,1,4,0,0,0,1,0,0,0,2,1,18,0,0,10.8,1.4,1.74
1,1,1,19,5,0,0,0,1,0,0,0,2,1,18,0,0,12.4,0.5,1.79
1,1,1,1,3,1,0,0,1,0,0,0,2,2,18,0,0,9.4,-0.8,-3.12
1,1,1,1,3,1,0,0,1,0,0,0,2,4,18,0,0,12.7,3.7,-1.7
1,1,1,38,9,1,0,0,1,0,1,0,2,2,19,0,0,12.7,3.7,-1.7
1,1,1,37,9,1,0,0,1,0,1,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,1,9,0,0,0,1,0,1,0,2,5,18,0,0,12.7,3.7,-1.7
1,1,39,38,8,0,0,0,1,0,1,0,2,1,21,0,0,13.9,-0.3,0.79
1,1,1,19,9,1,0,0,0,0,0,0,0,2,20,0,0,7.6,2.6,0.32
1,1,1,19,8,1,0,0,1,0,0,0,2,1,20,0,0,13.9,-0.3,0.79
1,1,1,1,5,0,0,0,1,0,0,0,2,1,19,0,0,11.1,0.6,2.02
1,1,1,38,5,0,0,0,1,0,0,0,2,1,20,0,0,16.2,0.3,-0.92
1,1,1,1,10,1,0,0,1,0,0,0,2,3,18,0,0,13.9,-0.3,0.79
1,1,1,38,3,0,0,0,1,0,0,0,0,1,20,0,0,12.7,3.7,-1.7
1,1,1,19,6,0,0,0,1,0,1,0,1,1,18,0,0,12.4,0.5,1.79
1,1,1,19,5,1,0,0,1,0,1,0,2,1,20,0,0,15.5,2.8,-4.06
1,1,1,37,9,1,0,0,1,0,1,0,2,2,22,0,2,16.2,0.3,-0.92
4,0,1,19,10,1,0,0,1,0,1,0,2,1,47,0,0,16.2,0.3,-0.92
2,0,1,37,4,0,0,0,1,0,0,0,2,1,31,0,0,8.9,1.4,3.51
1,1,1,37,5,0,0,0,1,0,1,0,2,1,21,0,0,16.2,0.3,-0.92
1,0,1,38,0,0,0,0,1,0,0,0,2,1,21,0,0,7.6,2.6,0.32
2,1,12,1,4,0,0,0,1,0,0,0,2,1,24,0,0,7.6,2.6,0.32
1,1,1,37,9,0,0,0,1,0,0,0,1,1,18,0,0,15.5,2.8,-4.06
1,0,15,1,2,0,0,0,1,0,0,0,2,1,32,0,0,7.6,2.6,0.32
1,0,1,1,4,1,0,0,1,0,1,0,2,2,19,0,0,10.8,1.4,1.74
1,1,1,3,1,1,0,0,1,0,0,0,2,1,24,0,0,9.4,-0.8,-3.12
1,1,1,19,10,1,0,0,1,0,0,0,2,4,19,0,0,15.5,2.8,-4.06
1,1,39,37,6,0,0,1,1,0,1,0,2,1,19,0,0,13.9,-0.3,0.79
1,1,39,37,4,0,0,0,1,0,0,0,1,1,24,0,0,12.4,0.5,1.79
1,1,1,19,144,1,0,0,1,0,1,0,2,4,18,0,0,8.9,1.4,3.51
1,1,1,37,6,1,0,0,1,0,1,0,0,1,19,0,0,8.9,1.4,3.51
2,1,1,38,4,0,0,0,1,0,1,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,38,8,1,0,0,1,0,1,0,2,2,18,0,0,12.4,0.5,1.79
1,1,1,1,3,1,0,0,1,0,0,0,2,1,18,0,0,12.4,0.5,1.79
1,1,1,1,10,1,0,0,1,0,0,0,2,4,20,0,0,12.4,0.5,1.79
1,1,1,38,7,0,0,0,1,0,0,0,2,1,18,2,2,9.4,-0.8,-3.12
1,1,1,38,7,1,0,0,1,0,0,0,2,4,18,0,0,11.1,0.6,2.02
1,1,1,37,9,1,0,0,1,0,1,0,2,2,21,0,0,10.8,1.4,1.74
1,1,1,19,9,0,0,0,1,0,1,0,2,1,18,0,0,15.5,2.8,-4.06
1,1,1,19,5,0,0,1,0,0,0,0,0,1,18,0,0,9.4,-0.8,-3.12
1,1,1,11,3,1,0,0,1,0,0,0,0,2,19,0,0,9.4,-0.8,-3.12
1,1,1,19,10,1,0,0,1,0,0,0,1,1,19,0,0,10.8,1.4,1.74
1,1,1,19,5,1,0,0,1,0,0,0,2,4,18,0,0,11.1,0.6,2.02
1,1,3,1,90,1,0,0,1,0,0,0,0,1,34,0,0,12.7,3.7,-1.7
1,1,1,11,90,0,0,0,1,0,0,0,2,3,19,0,0,7.6,2.6,0.32
1,1,39,37,8,1,0,1,0,0,0,0,0,1,19,0,0,12.4,0.5,1.79
1,1,1,19,1,0,0,1,1,0,0,0,2,1,26,0,0,11.1,0.6,2.02
1,1,1,34,0,1,0,0,1,0,0,0,0,1,21,0,0,7.6,2.6,0.32
1,1,1,19,8,0,0,0,1,0,1,0,2,2,18,0,0,11.1,0.6,2.02
1,1,1,38,7,1,0,0,1,0,1,0,2,4,20,0,0,9.4,-0.8,-3.12
1,1,1,1,4,0,0,0,1,0,0,0,0,1,25,0,0,11.1,0.6,2.02
1,1,1,38,3,0,0,0,1,0,0,0,2,1,18,0,0,11.1,0.6,2.02
1,1,1,19,6,1,0,0,1,0,1,0,2,1,18,0,0,16.2,0.3,-0.92
1,1,1,19,5,0,0,0,1,0,0,0,2,1,19,0,0,11.1,0.6,2.02
1,1,1,38,9,0,0,0,1,0,1,0,2,1,18,0,0,12.4,0.5,1.79
1,1,1,38,7,0,0,0,1,0,0,0,1,1,20,0,0,15.5,2.8,-4.06
1,1,40,19,5,0,0,1,0,0,0,0,0,1,26,0,0,8.9,1.4,3.51
1,1,1,37,9,1,0,0,1,0,1,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,1,1,0,0,0,1,0,0,0,2,1,19,0,0,16.2,0.3,-0.92
1,1,1,19,5,1,0,0,1,0,0,0,1,3,19,1,0,7.6,2.6,0.32
1,1,1,19,8,1,0,0,1,0,0,0,2,1,18,0,0,16.2,0.3,-0.92
